0.002594,-0.000001,0.100000
0.002571,0.000042,0.100000
0.002543,0.000095,0.100000
0.002505,0.000169,0.100000
0.002452,0.000275,0.100000
0.002389,0.000401,0.100000
0.002325,0.000533,0.100000
0.002262,0.000664,0.100000
0.002198,0.000792,0.100000
0.002135,0.000917,0.100000
0.002072,0.001036,0.100000
0.002009,0.001148,0.100000
0.001947,0.001253,0.100000
0.001885,0.001349,0.100000
0.001823,0.001436,0.100000
0.001761,0.001514,0.100000
0.001699,0.001583,0.100000
0.001637,0.001644,0.100000
0.001575,0.001695,0.100000
0.001513,0.001738,0.100000
0.001450,0.001770,0.100000
0.001388,0.001793,0.100000
0.001326,0.001804,0.100000
0.001263,0.001803,0.100000
0.001201,0.001791,0.100000
0.001140,0.001765,0.100000
0.001078,0.001727,0.100000
0.001018,0.001674,0.100000
0.000957,0.001607,0.100000
0.000898,0.001523,0.100000
0.000840,0.001423,0.100000
0.000783,0.001305,0.100000
0.000729,0.001169,0.100000
0.000677,0.001012,0.100000
0.000631,0.000840,0.100000
0.000591,0.000658,0.100000
0.000560,0.000481,0.100000
0.000540,0.000326,0.100000
0.000527,0.000202,0.100000
0.000521,0.000107,0.100000
0.000519,0.000031,0.100000
0.000519,-0.000032,0.100000
0.000521,-0.000086,0.100000
0.000524,-0.000136,0.100000
0.000531,-0.000180,0.100000
0.000544,-0.000225,0.100000
0.000566,-0.000269,0.100000
0.000602,-0.000308,0.100000
0.000652,-0.000333,0.100000
0.000709,-0.000342,0.100000
0.000770,-0.000340,0.100000
0.000833,-0.000330,0.100000
0.000897,-0.000313,0.100000
0.000961,-0.000292,0.100000
0.001025,-0.000268,0.100000
0.001090,-0.000241,0.100000
0.001155,-0.000213,0.100000
0.001220,-0.000184,0.100000
0.001286,-0.000155,0.100000
0.001351,-0.000126,0.100000
0.001416,-0.000098,0.100000
0.001481,-0.000071,0.100000
0.001546,-0.000045,0.100000
0.001611,-0.000021,0.100000
0.001676,0.000002,0.100000
0.001741,0.000023,0.100000
0.001806,0.000041,0.100000
0.001871,0.000058,0.100000
0.001935,0.000071,0.100000
0.001999,0.000081,0.100000
0.002064,0.000088,0.100000
0.002128,0.000090,0.100000
0.002192,0.000089,0.100000
0.002256,0.000083,0.100000
0.002320,0.000071,0.100000
0.002384,0.000054,0.100000
0.002448,0.000030,0.100000
0.002503,0.000005,0.100000
0.002542,-0.000016,0.100000
0.002571,-0.000031,0.100000
0.002594,-0.000043,0.100000
0.004345,-0.000001,0.116000
0.004307,0.000056,0.116000
0.004261,0.000126,0.116000
0.004197,0.000223,0.116000
0.004107,0.000363,0.116000
0.004003,0.000529,0.116000
0.003896,0.000703,0.116000
0.003789,0.000875,0.116000
0.003682,0.001045,0.116000
0.003576,0.001209,0.116000
0.003471,0.001366,0.116000
0.003366,0.001514,0.116000
0.003262,0.001652,0.116000
0.003158,0.001779,0.116000
0.003054,0.001894,0.116000
0.002951,0.001997,0.116000
0.002847,0.002088,0.116000
0.002743,0.002168,0.116000
0.002639,0.002236,0.116000
0.002534,0.002292,0.116000
